Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
12/13/2020,56.5,1,2.4,35.6,62.7,64.1,72.1,66.8,51.8,44.3,46.6,57.5,54.9,67.9,24.8,29.2,28,58.7,0,0.1,0.1,0.4,0.9,2.2,4.6,11.3,0.6,1.3,1.1,1.1,1.1,0.7,0.5,0.5,0.9,0.7,1.6,3.4,4.6,8.4,14.6,2.3,2.4,2.2,1.4,3.4,1.5,1.2,1529,26.7,63.7,195.6,346.9,292.3,242.7,209.1,136.3,68.9,37.3,796.7,725,527.3,44.6,228.7,251.7,70.1,0,0.4,0.3,1.3,2.9,5.7,7.1,9,9,17.7,8.3,2,9,6.7,0.6,2.9,4.7,3.3,5.3,10.7,12.1,13,11.7,31.4,32.1,17.3,2.6,27,13.4,1.4
09/18/2020,11.4,0.1,0.6,6.9,16,14.5,12.9,11.4,8.8,5.4,5.9,11.3,11.4,16,4.5,5.3,8.7,7.3,0,0,0,0,0,0.2,0.4,1.3,0.1,0.1,0.1,0,0.1,0,0.1,0.2,0.3,0.2,0.6,0.7,1.4,1.5,2.1,0.6,0.5,0.8,0.2,0.6,0.4,0.1,308.4,2.1,15.4,38,88.7,66.3,43.4,35.7,23.1,8.4,4.7,157.3,150.4,124.1,8.1,41.6,78.1,8.7,0,0,0,0,0.1,0.4,0.6,1,1.3,0.9,0.9,0,0.7,0.4,0.1,0.9,1.9,1,1.9,2.3,3.6,2.3,1.7,8.6,6.7,6,0.3,4.4,4,0.1
12/14/2020,53.3,0.9,2.4,32.6,59.2,61,67.3,63,49.5,43.2,46.6,54.4,51.7,61.2,23.7,27.8,26.8,54.9,0,0.1,0.1,0.3,0.8,2.2,4.6,10,0.7,1.2,1,1,1.1,0.6,0.5,0.6,0.9,0.7,1.6,3.3,4.7,8.9,14.3,2.3,2.5,2.3,1.3,3.4,1.6,1.4,1442.6,24.9,64.9,178.7,327.1,278.6,226.3,197.3,130.1,67.1,37.3,753.4,682.4,475.1,42.6,217.7,240.9,65.6,0,0.4,0.3,0.9,2.4,5.7,7.1,8,9.4,15.4,8.1,1.9,8.4,5.7,0.6,3.1,5.1,3.3,5.3,10.3,12.4,13.9,11.4,32.1,32.7,17.9,2.3,27,14.1,1.7
12/15/2020,51,0.8,2.5,31,56.9,57.2,64.7,60.2,49.1,40.6,45.5,51.9,49.6,58.8,22.2,27.2,25.6,51.9,0,0.1,0,0.3,0.7,2.2,4.6,8.2,0.6,1.1,1,0.8,0.9,0.6,0.5,0.5,0.9,0.7,1.7,3,5.1,9.2,15.7,2.3,2.6,2.4,1.4,3.5,1.6,1.7,1380.9,22.7,66.4,170.4,314.6,261,217.7,188.4,129.1,63.1,36.4,718.9,654.9,457,40,213.3,230.4,62,0,0.3,0,0.9,2.1,5.7,7.1,6.6,8.6,14.1,7.7,1.4,7.3,5.4,0.6,3,4.9,3.3,5.6,9.4,13.4,14.3,12.6,32.1,34.3,18.7,2.4,27.6,14.1,2
09/28/2020,12.4,0.1,0.7,7.4,17.3,15.1,15.4,12.7,8.9,6.3,7.5,12.2,12.4,17.8,3.2,4.9,8.5,9.8,0,0,0,0.2,0.2,0.2,0.4,1.1,0.1,0.2,0.2,0,0.2,0,0,0.1,0.4,0.6,1,1,1.1,1.7,1.6,0.7,0.7,0.8,0.1,0.8,0.5,0.7,335.6,3.3,18.6,40.7,95.4,68.9,51.9,39.7,23.3,9.7,6,168.6,164,138,5.7,38.7,76.3,11.7,0,0,0.1,0.6,0.6,0.6,0.6,0.9,1.1,2.1,1.4,0,1.4,0.4,0,0.4,2.1,2.6,3.4,3.1,2.9,2.7,1.3,9.3,9.3,6,0.1,6.4,4.6,0.9
09/29/2020,12.6,0.1,0.7,7.5,17.2,15.2,16,13.1,9.1,6.7,6.4,12.3,12.6,18,3.7,4.9,8.4,10.5,0,0,0.1,0.2,0.1,0.4,0.5,1.1,0.1,0.2,0.2,0,0.2,0.1,0,0.1,0.3,0.7,1,1,1.1,1.7,1.6,0.7,0.7,0.8,0.2,0.8,0.5,0.6,339.7,3.9,19.1,41.3,95,69.1,53.7,41,24,10.4,5.1,171.1,165.9,139.6,6.7,38.1,76,12.6,0,0,0.3,0.6,0.4,1,0.7,0.9,1.1,2.7,1.7,0,1.6,0.6,0,0.6,1.9,3,3.4,3.3,3,2.7,1.3,9.7,9.4,6.4,0.4,6.4,4.4,0.7
09/30/2020,12.9,0.1,0.7,7.5,17.8,15.3,15.7,14.4,9.6,7.7,7.3,12.9,12.9,18,3.8,5.5,8.7,11.5,0,0,0.1,0.1,0.1,0.3,0.5,0.7,0.1,0.2,0.2,0,0.1,0,0,0.1,0.3,0.6,0.9,1,1.1,1.9,1.8,0.6,0.7,0.8,0.2,0.8,0.5,0.7,350.3,3.3,18.6,41.1,98.3,70,52.9,45,25.1,12,5.9,178.1,170.3,139.4,6.9,43.4,78.6,13.7,0,0,0.3,0.4,0.4,0.9,0.7,0.6,0.9,2.4,1.9,0,1.1,0.3,0,0.6,1.6,2.7,3.1,3.1,3,3,1.4,8.9,9.7,6,0.4,6.4,4.1,0.9
10/06/2020,14.4,0.1,0.6,7.9,20.5,17.3,16.6,15.7,9.6,11.2,7.3,14,14.7,17.9,4.8,6.8,10.8,16.1,0,0,0,0,0.2,0.2,0.6,1.6,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.3,0.6,0.4,0.6,1.2,2,2,0.5,0.6,0.7,0.3,0.7,0.4,0.5,389.1,3.3,16.1,43.1,113.3,79.1,56,49.1,25.1,17.4,5.9,194.4,193.9,138.9,8.7,53.1,96.9,19.3,0,0,0,0,0.6,0.4,1,1.3,1.4,1.9,1.1,0.1,0.9,1,0,0.4,1.9,2.6,1.4,1.9,3.3,3.1,1.6,7.6,8.6,5.6,0.6,5.6,3.9,0.6
06/13/2020,7.6,0.6,0.9,3,9,7.7,9.9,9.8,8.1,7.2,10.2,7.7,7.3,12.2,1.4,4.5,2.7,6.3,0,0,0.1,0.3,0.8,1.6,2.4,5.9,0.5,0.8,0.9,0.3,0.8,0.3,0.1,0.1,0.4,0.4,1,1.5,1.5,2.2,4.8,0.8,0.9,1,0.4,1.3,0.4,0.5,206.1,17,23.6,16.7,49.9,35,33.1,30.7,21.4,11.1,8.1,106.6,96.4,94.4,2.4,35.1,24.3,7.6,0,0,0.6,1.1,2.6,4.3,3.7,4.7,7,10,6.9,0.6,6.6,2.9,0.1,0.3,2.4,1.7,3.4,4.6,3.9,3.4,3.9,11.4,12.1,8.1,0.7,10.3,3.6,0.6
06/14/2020,7.5,0.6,0.8,3.1,8.8,7.3,10,9.9,8,6.7,10.2,7.6,7.2,11.9,1.2,4.5,2.6,6.6,0,0,0.1,0.3,0.8,1.4,2.5,5.5,0.5,0.7,0.8,0.3,0.7,0.3,0.1,0.1,0.4,0.3,1,1.4,1.5,2,5,0.7,1,1,0.3,1.3,0.4,0.4,203.6,15.9,22.7,17.1,48.7,33.4,33.7,30.9,21.1,10.4,8.1,105.4,95,92.3,2.1,35.4,23.7,7.9,0,0,0.4,1,2.6,3.6,3.9,4.4,6.9,9,6.1,0.6,5.9,3.1,0.1,0.6,2.1,1.1,3.4,4.4,3.9,3.1,4,10.1,12.6,7.9,0.6,10,3.6,0.4
10/19/2020,29.8,0.1,0.9,16,39,39.4,36.4,32.6,23.2,16.6,16.4,30,29.5,39.2,9.8,15.6,20.7,26.8,0,0,0,0,0,0.5,0.4,1.3,0.1,0.2,0.1,0,0.2,0.1,0,0.2,0.5,0.3,1,1.3,1.7,2.4,4.8,1,0.9,1,0.2,1.1,0.7,0.8,807.6,3.3,25,87.6,215.6,180,122.4,102.1,61,25.7,13.1,415.4,389.4,304.7,17.6,122.6,186.4,32,0,0,0.1,0.1,0.1,1.3,0.6,1,1.1,2.1,1,0,1.7,0.6,0,1.1,2.7,1.6,3.4,4.1,4.4,3.7,3.9,13.6,11.3,8,0.4,8.6,6.3,1
10/20/2020,31.5,0.1,1,17.7,40.4,40.6,39.1,34.1,24.8,18.7,17,31.6,31.2,41.2,11.2,15.9,21.9,26.2,0,0,0,0,0.1,0.4,0.3,1.3,0.1,0.2,0.1,0,0.2,0.1,0,0.2,0.5,0.4,0.9,1.3,2,3,5.4,1,0.9,1.2,0.2,1.2,0.7,0.5,851.9,3.3,27,97.3,223.1,185.3,131.6,106.7,65.3,29,13.6,437.4,411.7,319.7,20.1,124.7,197.4,31.3,0,0,0.1,0.1,0.4,1.1,0.4,1,1.3,2,1,0,1.6,0.7,0,1,2.9,1.7,3.1,4.1,5.1,4.7,4.3,14.4,12.4,9,0.4,9.6,6.7,0.6
10/21/2020,33.2,0.1,1.1,18.8,43.8,41.6,40.7,35.9,26,19.9,18.4,33.1,33.1,42.3,11.8,16.6,23.5,30.4,0,0,0,0,0.1,0.4,0.2,2,0.1,0.2,0.1,0,0.2,0.1,0.1,0.2,0.5,0.6,0.9,1.4,2.4,3,5.2,1.1,1,1.3,0.2,1.3,0.8,0.5,898.4,3.7,29.6,103.3,242.3,189.7,137,112.3,68.3,30.9,14.7,459,437,328.4,21.3,129.9,211.1,36.3,0,0,0.1,0.1,0.4,1.1,0.3,1.6,1.6,2.1,1.1,0,1.7,0.7,0.1,1.1,3,2.7,3.1,4.4,6.3,4.7,4.1,15.6,13.9,10.3,0.4,10.6,7.1,0.6
06/30/2020,7.9,0.3,0.8,3.3,12,10.3,9,7.6,5.4,5,7.5,8.1,7.6,9.7,1.7,5.8,4.3,5.4,0,0,0.1,0.3,0.1,0.7,1.2,3,0.3,0.2,0.4,0.1,0.3,0.2,0,0.2,0.6,0.3,0.6,1,1.6,1.8,3.8,0.8,0.7,0.9,0.2,1.3,0.3,0.2,213.4,7.6,20.9,18.3,66.3,46.9,30.3,23.9,14.1,7.7,6,112.1,100.4,75.1,3.1,45.9,38.9,6.4,0,0,0.3,0.9,0.4,1.7,1.9,2.4,4.4,3.1,3,0.1,2.6,1.9,0,0.9,3.4,1.3,2,3.3,4.1,2.9,3,11,9.9,7,0.4,10.1,2.9,0.3
11/16/2020,85.8,0.6,2.7,49.3,103.3,101.2,112.1,96.1,76.6,59.3,56.8,87,83.8,93.8,29.5,40.9,49.2,93.3,0,0,0,0.2,0.5,1.6,3.2,6.3,0.6,0.7,0.8,0.3,0.7,0.4,0.1,0.3,0.9,1,2,3,6.8,10.2,16.4,2.7,2.8,2.8,1.3,3.6,2,2.3,2320.4,16.6,74,270.6,571,461.7,377.3,300.7,201.4,92.1,45.4,1205.7,1105.6,728.6,53.1,320.7,443,111.4,0,0,0.1,0.6,1.7,4.1,5,5,7.9,8.7,6.4,0.6,5.3,4,0.1,1.4,4.7,4.7,6.7,9.4,18,15.9,13.1,36.9,37.1,21.6,2.3,27.9,18.1,2.7
12/16/2020,49.1,0.8,2.3,30.5,54.2,54.7,61.5,59.4,45.5,39,48.2,49.2,48.4,56.1,21.1,26.7,25.4,50.2,0,0,0.1,0.3,0.6,2.1,4.5,8.6,0.6,1,0.9,0.8,1,0.6,0.5,0.5,0.9,0.7,1.6,3,4.9,8.6,14.1,2.2,2.4,2.4,1,3.3,1.5,1.6,1328.4,22.4,62.9,167.7,299.4,249.4,207,186,119.7,60.6,38.6,682.1,639.1,435.7,37.9,209.1,228.7,60,0,0.1,0.3,0.9,1.9,5.4,7,6.9,8.9,13.6,7,1.4,7.6,5.6,0.6,2.6,4.7,3.3,5.4,9.3,13,13.3,11.3,30.6,32.3,18.4,1.9,26.1,13.1,1.9
12/17/2020,47.3,0.8,2.2,29.1,53.2,52.5,58.5,57.2,43.3,37.8,47.5,47.4,46.7,54.2,20.9,25.9,24.8,48.4,0,0,0.1,0.3,0.6,2.1,4.4,8.9,0.7,1,0.9,0.6,1,0.6,0.5,0.4,0.7,0.7,1.5,2.9,4.9,7.9,12.9,2,2.4,2.3,1.3,3.1,1.3,1.7,1279.9,23,59,159.6,294,239.6,196.7,179.1,114,58.7,38,656.7,616.6,420.6,37.6,202.9,223.6,57.9,0,0.1,0.4,0.9,2,5.6,6.9,7.1,9.4,13.6,7.1,1.1,8,5.6,0.6,2.1,3.7,3.3,5.1,9,13,12.3,10.3,27.1,31.7,17.6,2.3,24.4,11.9,2
12/18/2020,45.3,0.8,2,27.3,50.9,50.7,55.8,54.7,42.4,35.7,47.7,45.4,44.7,51.6,21.8,25.1,24.5,48.4,0,0,0.1,0.3,0.7,1.8,4,8.8,0.7,0.9,0.9,0.6,0.9,0.6,0.2,0.4,0.7,0.7,1.4,2.6,4.9,6.5,12.9,1.8,2.3,2,1.7,3,1.2,1.7,1226.7,21.6,55.4,149.7,281.6,231.1,187.7,171.3,111.4,55.4,38.1,629,590.1,400.7,39.1,197,220.3,57.9,0,0.1,0.4,0.9,2.1,4.9,6.1,7,9.1,12.4,7.3,1,7.1,5.4,0.3,2,3.7,3.3,4.6,8.3,13,10.1,10.3,25.6,29.7,15.6,3,23.9,10.6,2
12/19/2020,45.1,0.8,2,26.9,49.9,50.2,57,54.5,41.6,35.4,49.7,45.2,44.2,51.4,22.7,24.6,23.9,51.4,0,0,0.1,0.3,0.6,1.8,4.1,9.1,0.7,1,1,0.5,0.9,0.6,0.1,0.4,0.8,0.7,1.1,2.6,4.7,6.1,13.8,1.9,2.1,2.1,1.6,2.9,1.1,1.6,1219.3,21.9,54.6,147.9,275.9,228.9,191.7,170.6,109.3,55,39.7,627.1,583.9,399.3,40.9,193,215.4,61.4,0,0.1,0.4,0.9,1.9,4.9,6.4,7.3,9.1,12.7,8,0.9,6.7,5.7,0.1,2.1,4.3,3.3,3.9,8,12.4,9.4,11,26.3,28.1,16.4,2.9,22.9,10.1,1.9
12/20/2020,44.9,0.8,2,27.2,50.1,49.9,57.1,53.7,40.8,34.8,48.6,45,44.2,52,22.6,24.8,24.5,50.2,0,0,0.1,0.3,0.6,2.1,4.1,9.3,0.7,1,1.1,0.5,0.9,0.7,0.1,0.4,0.9,0.8,1.1,2.6,4.6,6.3,12.9,2,2.1,2,1.6,2.9,1.1,1.7,1215.1,22.9,54.4,149.1,277.3,227.6,192.1,168.1,107.4,54,38.9,623.1,583.9,403.7,40.6,194.3,220.4,60,0,0,0.4,1.1,2,5.4,6.4,7.4,9.6,13.3,8.9,0.9,6.7,5.9,0.1,2,4.7,3.6,3.6,8.1,12.1,9.9,10.3,27.1,27.1,15.9,2.9,22.9,10.1,2
12/21/2020,45,0.9,1.9,27.6,49.2,49.3,59.7,53.5,40.3,35.3,50.5,44.7,44.7,53,23.2,24.4,25.2,51.1,0,0,0.1,0.4,0.6,2.2,4,10,0.7,1,1.1,0.4,0.9,0.7,0.1,0.2,0.7,0.8,1.1,2.5,4.5,5.9,13.2,1.9,1.9,1.8,1.9,2.8,1.1,1.6,1218.9,23.6,51.7,151.6,272.3,225,201,167.3,105.9,54.9,40.4,620,590.4,411.7,41.7,191,226.9,61,0,0,0.4,1.3,2,5.7,6.1,8,9.7,13.9,8.6,0.7,7.3,6.4,0.1,1.3,4.1,3.4,3.6,7.7,11.7,9.1,10.6,26.1,25.4,14.1,3.4,22,9.7,1.9
12/31/2020,39.5,0.8,2.2,22.2,45.8,47,45,47.1,39,30.8,39.1,40.3,38.3,45.2,16.4,19.8,24.8,49.4,0,0,0,0.3,0.8,1.6,4.3,8,0.5,1,0.9,0.3,0.8,0.7,0.1,0.2,0.4,0.8,1.3,3.1,5.2,7.6,15.7,2.2,2.2,2.1,1,3.1,1.3,2.2,1070.1,20.7,59,122,253.1,214.4,151.4,147.3,102.6,47.9,31.3,558,505.9,350.7,29.6,155,223,59,0,0,0.1,0.9,2.4,4.1,6.7,6.4,7.6,13.1,7.1,0.6,6.3,6.3,0.1,1.3,2.4,3.4,4.3,9.6,13.6,11.9,12.6,30.4,28.6,16.4,1.9,24.1,12,2.6
01/02/2021,40.8,0.8,2.3,23.6,47.3,48.6,47.3,48.2,38.3,32.2,38.9,41.6,39.6,46.7,16.5,19.7,26.2,49.4,0,0,0,0.3,0.7,1.6,4,8.8,0.5,1,0.9,0.6,0.8,0.6,0.2,0.2,0.4,0.9,1.4,3.7,4.9,7.5,15.7,2.2,2.4,2,1.2,3.2,1.4,2.5,1104.9,21,61.1,129.6,261.7,221.6,159.3,150.7,100.7,50,31.1,576,522.4,362.7,29.7,154.4,235.4,59,0,0.1,0.1,1,2.3,4.1,6.3,7,7.3,13.7,7.1,1.1,6.4,5.7,0.3,1.1,2.3,4.3,4.6,11.7,12.9,11.7,12.6,30,31.1,15.6,2.1,24.9,13,3
01/03/2021,40.9,0.8,2.2,24.2,48.3,49,47.2,47.1,37.5,31.5,37.5,41.5,39.9,46.4,17.5,19.9,26.2,48.5,0,0,0,0.3,0.6,1.5,4.3,8.4,0.5,1,1,0.7,0.7,0.6,0.2,0.2,0.5,0.9,1.4,3.2,4.7,7.7,14.6,2.1,2.3,2,1.2,3.1,1.3,2.3,1107.1,20.6,59.1,133,266.9,223.7,158.7,147.3,98.6,48.9,30,575.4,526,360.7,31.4,155.9,235.6,58,0,0.1,0.1,1.1,1.9,3.9,6.7,6.7,7.3,13.3,7.9,1.3,5.9,5.1,0.3,1.3,2.9,4,4.9,10,12.4,12,11.7,28.9,30.3,15.9,2.1,24.1,12,2.7
01/04/2021,42.1,0.7,2.2,24.9,51.1,49.8,51.1,46.4,35.6,32,38.6,43,40.6,47.2,17.7,20.4,27.3,51.3,0,0,0,0.3,0.5,1.5,3.8,8,0.5,0.9,1,0.7,0.7,0.5,0.2,0.2,0.6,1,1.5,2.9,4.7,7.6,15.5,2.1,2.3,2,1.2,3.2,1.3,2.2,1138,19.1,60,136.9,282.6,227.1,171.9,145.1,93.7,49.7,30.9,595.6,535.9,366.9,31.9,159.9,246,61.3,0,0.1,0.1,1.1,1.6,3.9,5.9,6.4,6.9,12.3,7.4,1.3,5.3,4.7,0.3,1.3,3.6,4.4,5.1,9,12.3,11.9,12.4,29,31,15.9,2.1,24.9,12.1,2.6
01/05/2021,41.4,0.7,2.3,23.7,53.1,48,50.1,44.7,34.5,31.4,36.4,41.8,40.5,45.1,17.7,20.3,27.5,51.8,0,0,0,0.3,0.5,1.4,3.8,7.7,0.5,0.9,1,0.7,0.6,0.5,0.2,0.2,0.7,0.9,1.5,3,5.1,8.5,16.4,2.1,2.5,2.1,1.4,3.3,1.4,2.3,1120.4,18.7,63,130,293.7,218.9,168.7,140,90.9,48.7,29.1,579,534.7,350.4,31.9,159.1,247.6,61.9,0,0.1,0.1,1.1,1.7,3.6,5.9,6.1,6.3,12.4,7.4,1.3,4.9,4.7,0.3,0.9,4,4.1,5,9.3,13.4,13.1,13.1,29.4,33.6,16.6,2.4,25.7,13,2.7
01/06/2021,41.5,0.6,2.4,23.7,54.3,48.7,50.6,42.8,33.1,32.4,36.6,41.8,40.8,44.2,19.1,20.6,28.3,52.5,0,0,0,0.2,0.4,1.4,3.4,7.9,0.5,0.8,0.8,0.8,0.6,0.5,0.2,0.2,0.8,1,1.5,3,5.1,8.4,16.6,2.1,2.6,2.1,1.6,3.3,1.5,1.9,1122.9,17.3,63.7,129.9,300,222.1,170.1,133.9,87,50.3,29.3,579.4,537.9,343.6,34.4,161.6,255.1,62.7,0,0.1,0.1,0.6,1.1,3.7,5.3,6.3,6.4,10.9,6.1,1.4,4.7,4.6,0.3,0.9,4.3,4.4,5,9.4,13.4,13,13.3,29.3,34.4,16.1,2.9,25.6,13.7,2.3
01/07/2021,43.6,0.6,2.5,25.7,57.1,51,52.5,44.5,37,31.9,34.8,43.6,43.1,48.2,20.5,21.9,28.9,54.8,0,0,0.1,0.2,0.5,1.4,2.9,7.3,0.4,0.8,0.8,0.9,0.6,0.5,0.2,0.1,0.9,1.1,1.7,3.3,5.2,8.5,16.6,2.2,2.7,2.3,1.7,3.3,1.6,2,1180.7,16.4,66.6,140.9,315.9,232.9,176.7,139.3,97.4,49.6,27.9,604.9,569.3,374.6,36.9,171.6,259.7,65.4,0,0.1,0.3,0.6,1.4,3.6,4.6,5.9,5.9,10.6,5.9,1.6,4.4,4.3,0.3,0.6,4.9,5.1,5.6,10.3,13.7,13.1,13.3,30.3,36.3,17.6,3.1,25.7,14.4,2.4
01/08/2021,48.6,0.6,2.4,29.1,64.1,56.3,58,49.8,41.9,34.3,36.4,48.5,48.1,54.4,22.6,24.8,31.6,60.5,0,0,0.1,0.2,0.5,1.2,3.1,6.6,0.4,0.8,0.7,1,0.6,0.4,0.1,0.2,0.8,0.9,1.7,3.1,5.6,8.1,15.4,2.1,2.7,2.1,1.7,3.3,1.6,1.9,1314.7,16.1,65,159.7,354.6,256.7,195,155.9,110.1,53.3,29.1,672.6,635,422.9,40.6,194.6,284.4,72.3,0,0.1,0.3,0.7,1.6,3.3,4.9,5.3,6.1,10,5.6,1.9,4.6,3.9,0.1,0.9,4.6,4.3,5.9,9.9,14.7,12.6,12.3,29.4,35.6,16.3,3,25.9,14.3,2.3
01/09/2021,46.8,0.6,2.4,28.2,62.6,54.1,54.1,47.7,41.2,32.9,34.1,46.6,46.5,51.4,21.8,24.6,30.1,57.6,0,0,0.1,0.2,0.5,1.2,2.9,6.6,0.5,0.7,0.7,0.9,0.6,0.4,0.1,0.2,0.7,0.9,1.7,3,5.6,8.2,15.7,2.1,2.6,2.1,1.6,3.4,1.5,1.6,1266.7,15.6,64.4,154.9,346.1,246.9,182.1,149.4,108.4,51.1,27.3,646.4,613.3,399,39.3,193,271.3,68.9,0,0,0.3,0.7,1.6,3.3,4.4,5.3,6.6,9,5.1,1.6,4.7,3.9,0.1,0.9,4.1,4.1,5.7,9.4,14.7,12.7,12.6,29.6,34.9,16.1,2.9,26.4,13.9,1.9
01/16/2021,35.4,0.5,2.2,22.7,42.4,40.5,44.3,37.7,31.2,25.9,29.6,35.6,34.6,38.5,20.1,20.4,22.5,40.4,0,0,0,0.1,0.5,1.3,2.1,6.8,0.4,0.7,0.6,1,0.5,0.4,0.2,0.2,0.8,0.9,1.9,2.4,5.1,7.8,13,2.1,2.3,1.9,1,3.2,1.3,2.9,957.3,14.1,59.3,124.7,234.7,184.7,149.1,117.9,82,40.3,23.7,494,456.1,299,36.1,159.7,202.4,48.3,0,0,0.1,0.4,1.4,3.4,3.3,5.4,5.1,9,4.7,1.7,4,3.3,0.3,1,4.3,4,6.3,7.6,13.4,12.1,10.4,29.6,29.7,14.7,1.7,25.4,11.7,3.4
01/17/2021,34.8,0.5,2.1,22.1,41.2,40,43.5,37.9,30.6,26.2,30.4,35,34.2,38,19.5,20.5,21.8,39.6,0,0,0,0.1,0.4,1.2,2.2,6.8,0.4,0.7,0.6,1,0.6,0.3,0.2,0.2,0.7,0.9,1.6,2.5,4.7,8.1,12.5,2,2.2,1.7,0.9,3.1,1.4,2.6,942.3,13.9,57.3,121.4,228,182.4,146.3,118.6,80.4,40.7,24.3,484.6,451.3,294.9,35.1,160.6,196,47.3,0,0,0,0.4,1.3,3.3,3.4,5.4,5,8.9,4.7,1.7,4.4,2.7,0.3,1.1,4,4,5.4,7.7,12.3,12.6,10,28.1,29.1,13.1,1.6,24.6,12.6,3.1
01/19/2021,31.4,0.5,1.8,19.6,35.7,37,40,33.2,28.4,25.8,28,31.8,30.6,34.4,18,18.3,20,37.4,0,0,0,0.2,0.5,1.6,2.1,6.8,0.4,0.8,0.6,0.9,0.7,0.3,0.1,0.2,0.6,0.6,1.4,2.1,3.9,7.1,9.8,1.8,1.8,1.5,0.6,2.3,1.3,2.2,849.9,14.9,47.6,107.7,197.4,168.7,134.7,104,74.6,40.1,22.4,440.3,404,267.3,32.4,143.9,179.6,44.7,0,0,0,0.6,1.4,4.1,3.3,5.4,4.9,10,4.9,1.6,5.1,3.1,0.1,1.3,3.1,2.7,4.7,6.6,10.1,11,7.9,24.3,23.3,12,1.1,17.9,12,2.6
01/20/2021,29.7,0.5,1.6,18.6,34.1,34.8,38.6,31,26.5,24.8,25.4,30.3,28.9,32.6,17.2,17.2,19,36.4,0,0,0,0.2,0.5,1.4,2.3,5.7,0.4,0.7,0.6,0.8,0.6,0.4,0,0.2,0.5,0.6,1.1,1.9,3.6,6.4,9.3,1.6,1.6,1.4,0.6,2,1.3,1.8,804.9,14.1,43,102.1,188.4,158.7,130,97,69.6,38.6,20.3,419.4,381.3,253.1,31,135,170.7,43.4,0,0,0.1,0.6,1.6,3.7,3.6,4.6,5,9.1,4.6,1.4,4.9,3.3,0,1,2.7,2.6,3.7,6,9.4,10,7.4,21.9,21.1,11,1,15.4,11.9,2.1
